description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,brand,CLASIFICACION
Alimento Azucarado BONLÉ Lata 397g,S/ 5.50,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,397.0,g,5.5,vivanda,BONLÉ,ALIMENTOS EN CUBITOS
Caldo MAGGI Cubito Sabor Carne 100g Paquete 25un,S/ 5.50,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,100.0,g,5.5,vivanda,MAGGI,ALIMENTOS EN CUBITOS
Alimento húmedo para gatos Adulto y esterilizado supernutrientes de 85 gr,S/ 5.90,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,85.0,g,5.9,tottus,PURINA ONE,ALIMENTOS EN CUBITOS
Alimento húmedo para gatos Adultos y Gatitos multiproteína de 85 gr,S/ 5.90,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,85.0,g,5.9,tottus,PURINA ONE,ALIMENTOS EN CUBITOS
Alimento húmedo para gatos Paté Salmón 156 gr,S/ 5.90,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,156.0,g,5.9,tottus,FELIX,ALIMENTOS EN CUBITOS
Alimento Húmedo Fancyfeast Petit Filet Salmon 85g,S/ 5.90,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,85.0,g,5.9,metro,,ALIMENTOS EN CUBITOS
Alimento Lácteo LAIVE Biodefensa Sabor a Fresa Botella 100ml Paquete 4un,S/ 6.30,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,100.0,ml,6.3,vivanda,LAIVE,ALIMENTOS EN CUBITOS
Alimento Lácteo LAIVE Biodefensa Sabor a Vainilla Francesa Botella 100ml Paquete 4un,S/ 6.30,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,100.0,ml,6.3,vivanda,LAIVE,ALIMENTOS EN CUBITOS
Alimento Lácteo LAIVE Bio Defensa Niños Tutti Frutti Paquete 4un Botella 100ml,S/ 6.40,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,4.0,un,6.4,vivanda,LAIVE,ALIMENTOS EN CUBITOS
Alimento Húmedo para Gatos Fancy Feast Tartar de Trucha 85g,S/ 6.90,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,85.0,g,6.9,metro,,ALIMENTOS EN CUBITOS
Alimento Húmedo para Gatos Fancy Feast Paté de Pescado y Camarón 85g,S/ 6.90,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,85.0,g,6.9,metro,,ALIMENTOS EN CUBITOS
Alimento Húmedo para Gatos Fancy Feast Salmón 85g,S/ 6.90,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,85.0,g,6.9,metro,,ALIMENTOS EN CUBITOS
Alimento Húmedo para Gatos Fancy Feast Filetes de Atún 85g,S/ 6.90,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,85.0,g,6.9,metro,,ALIMENTOS EN CUBITOS
Alimento Húmedo para Gatos Fancy Feast Gravy Lovers Pollo 85g,S/ 6.90,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,85.0,g,6.9,metro,,ALIMENTOS EN CUBITOS
Felix Alimento Húmedo para Gatos Paté de Salmón Lata 156 gr,S/ 7.00,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,156.0,g,7.0,metro,,ALIMENTOS EN CUBITOS
Felix Alimento Húmedo para Gatos Trocitos de Pollo en Salsa Lata 156 gr,S/ 7.00,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,156.0,g,7.0,metro,,ALIMENTOS EN CUBITOS
Felix Alimento Húmedo para Gatos Filetes de Pescado y Atún en Salsa Lata 156 gr,S/ 7.00,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,156.0,g,7.0,metro,,ALIMENTOS EN CUBITOS
Felix Alimento Húmedo para Gatos Paté de Pavo y Menudencias Lata 156 gr,S/ 7.00,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,156.0,g,7.0,metro,,ALIMENTOS EN CUBITOS
Alimento Húmedo para Gatos Sabor Paté Pescado y Atún Felix 156g,S/ 7.00,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,156.0,g,7.0,metro,,ALIMENTOS EN CUBITOS
Alimento Para Perro Adulto x 1 Kg,S/ 7.50,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,1.0,kg,7.5,tottus,PRECIO UNO,ALIMENTOS EN CUBITOS
Alimento para Gatos PURINA ONE Adultos Salmón Doypack 85g,S/ 7.80,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,85.0,g,7.8,vivanda,PURINA ONE,ALIMENTOS EN CUBITOS
"Alimento para Gatos PURINA ONE Adultos Salmón, Atún y Pescado Blanco Doypack 85g",S/ 7.80,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,85.0,g,7.8,vivanda,PURINA ONE,ALIMENTOS EN CUBITOS
"Alimento para Perros PURINA ONE Adultos Carne, Pollo y Cordero Doypack 85g",S/ 7.80,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,85.0,g,7.8,vivanda,PURINA ONE,ALIMENTOS EN CUBITOS
Alimento para Perros PURINA ONE Adultos Pollo Doypack 85g,S/ 7.80,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,85.0,g,7.8,vivanda,PURINA ONE,ALIMENTOS EN CUBITOS
Alimento para Gatos PURINA ONE Adultos Carne Doypack 85g,S/ 7.80,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,85.0,g,7.8,vivanda,PURINA ONE,ALIMENTOS EN CUBITOS
Alimento para Perros PURINA ONE Adultos Salmón Doypack 85g,S/ 7.80,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,85.0,g,7.8,vivanda,PURINA ONE,ALIMENTOS EN CUBITOS
Alimento para Perros DOG CHOW Todas las Razas Sabor a Pollo Molido Lata 368gr,S/ 9.50,vega,ALIMENTOS EN CUBITOS,2024-12-04 14:34:32.726772,368.0,g,9.5,vega,Dog Chow,ALIMENTOS EN CUBITOS
Alimento Húmedo para Perros DOG CHOW Cachorros Todos Los Tamaños con Pollo 100gr,S/ 9.50,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,100.0,g,9.5,vivanda,DOG CHOW,ALIMENTOS EN CUBITOS
Alimento Nutricional PEDIASURE Sabor a Vainilla Botella 220ml,S/ 9.70,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,220.0,ml,9.7,vivanda,PEDIASURE,ALIMENTOS EN CUBITOS
Alimento Húmedo para Perros DOG CHOW Adultos Cordero Doypack 100g x3u,S/ 9.90 28%,vega,ALIMENTOS EN CUBITOS,2024-12-04 14:34:32.726772,100.0,g,9.9,vega,Dog Chow,ALIMENTOS EN CUBITOS
Alimento Húmedo para Perros DOG CHOW Cachorros Pollo Doypack 100g x3u,S/ 9.90 28%,vega,ALIMENTOS EN CUBITOS,2024-12-04 14:34:32.726772,100.0,g,9.9,vega,Dog Chow,ALIMENTOS EN CUBITOS
Alimento Húmedo para Gatos CAT CHOW Esterilizados Pescado Pouch 85g x2u,S/ 10.40,vega,ALIMENTOS EN CUBITOS,2024-12-04 14:34:32.726772,85.0,g,10.4,vega,CAT CHOW,ALIMENTOS EN CUBITOS
Alimento Granulado MILO Activ - Go Doypack 190g,S/ 10.50 4%,vega,ALIMENTOS EN CUBITOS,2024-12-04 14:34:32.726772,190.0,g,10.5,vega,Milo,ALIMENTOS EN CUBITOS
Alimento Húmedo Dog Chow High Protein Pollo 368g,S/ 10.50,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,368.0,g,10.5,metro,,ALIMENTOS EN CUBITOS
Alimento Húmedo Dog Chow High Protein Carne 368g,S/ 10.50,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,368.0,g,10.5,metro,,ALIMENTOS EN CUBITOS
Alimento Granulado Milo Activ-Go 190g,S/ 10.90,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,190.0,g,10.9,metro,,ALIMENTOS EN CUBITOS
Ricocan Alimento para Perros Adultos Raza Pequeña Cordero y Cereales Bolsa 1 Kg,S/ 11.90,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,1.0,kg,11.9,metro,,ALIMENTOS EN CUBITOS
Alimento Húmedo para Perros SUPER CAN Adultos Guiso en salsa Cordero Lata 290g x2u,S/ 12.00,vega,ALIMENTOS EN CUBITOS,2024-12-04 14:34:32.726772,290.0,g,12.0,vega,Super Can,ALIMENTOS EN CUBITOS
Alimento para Gato CAT CHOW Esterilizados Adulto Pouch 85g Pack 3u,S/ 12.00,vega,ALIMENTOS EN CUBITOS,2024-12-04 14:34:32.726772,85.0,g,12.0,vega,CAT CHOW,ALIMENTOS EN CUBITOS
Tomates en Cubos Del Monte Lata 411 g,S/ 12.10,wong,ALIMENTOS EN CUBITOS,2024-12-04 20:23:22.842431,411.0,g,12.1,wong,,ALIMENTOS EN CUBITOS
Alimento para Perros Adultos Sabor Carne y Cereales 2 kg,S/ 12.90,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,2.0,kg,12.9,tottus,PRECIO UNO,ALIMENTOS EN CUBITOS
Alimento Seco Gato Esterilizado x 500 g,S/ 13.50,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,500.0,g,13.5,tottus,CAT CHOW,ALIMENTOS EN CUBITOS
Alimento Seco Deli Mix Adulto x 500 g,S/ 13.50,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,500.0,g,13.5,tottus,CAT CHOW,ALIMENTOS EN CUBITOS
Alimento Granulado MILO Activ - Go Doypack 350g,S/ 13.90 7%,vega,ALIMENTOS EN CUBITOS,2024-12-04 14:34:32.726772,350.0,g,13.9,vega,Milo,ALIMENTOS EN CUBITOS
"Thor Alimento para Perros Adultos Carne, Hígado y Cereales Bolsa 2 Kg",S/ 13.90,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,2.0,kg,13.9,metro,,ALIMENTOS EN CUBITOS
Alimento Fancy Feast Kisses Filete de Atun 40g,S/ 13.90,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,40.0,g,13.9,metro,,ALIMENTOS EN CUBITOS
Alimento Húmedo para Gatos FELIX Paté de Salmón Lata 156g x2u,S/ 14.00,vega,ALIMENTOS EN CUBITOS,2024-12-04 14:34:32.726772,156.0,g,14.0,vega,FELIX,ALIMENTOS EN CUBITOS
Alimento Húmedo para Gatos FELIX Filete de Pescado y Atún Lata 156g x2u,S/ 14.00,vega,ALIMENTOS EN CUBITOS,2024-12-04 14:34:32.726772,156.0,g,14.0,vega,FELIX,ALIMENTOS EN CUBITOS
Ricocat Alimento para Gatos Adultos Festival de Sabores Bolsa 1 Kg,S/ 14.50,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,1.0,kg,14.5,metro,,ALIMENTOS EN CUBITOS
Ricocat Alimento para Gatos Adultos Esterilizados Bolsa 1 Kg,S/ 14.50,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,1.0,kg,14.5,metro,,ALIMENTOS EN CUBITOS
Alimento para Perros Natural Home Hamburguesa de Res 600g,S/ 14.99,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,600.0,g,14.99,metro,,ALIMENTOS EN CUBITOS
Alimento Granulado Milo Activ-Go Chocolate 350g,S/ 15.00,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,350.0,g,15.0,metro,,ALIMENTOS EN CUBITOS
Alimento Granulado Milo 350g + Pote,S/ 15.50,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,350.0,g,15.5,metro,,ALIMENTOS EN CUBITOS
Alimento Húmedo para Perros DOG CHOW High Protein Chicken Lata 368g x2u,S/ 15.90 31%,vega,ALIMENTOS EN CUBITOS,2024-12-04 14:34:32.726772,368.0,g,15.9,vega,Dog Chow,ALIMENTOS EN CUBITOS
Alimento Húmedo para Perros DOG CHOW High Protein Beef Lata 368g x2u,S/ 15.90 31%,vega,ALIMENTOS EN CUBITOS,2024-12-04 14:34:32.726772,368.0,g,15.9,vega,Dog Chow,ALIMENTOS EN CUBITOS
Contenedor de Alimentos VIVA HOME 1.6L,S/ 15.90,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,1.6,l,15.9,vivanda,VIVA HOME,ALIMENTOS EN CUBITOS
Alimento seco para perros Dogui Cachorros 1.5 kg,S/ 15.90,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,1.5,kg,15.9,tottus,PURINA,ALIMENTOS EN CUBITOS
ALIMENTO COMPLETO PARA PERRO CACHORRO 2 KG,S/ 15.90,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,2.0,kg,15.9,tottus,PRECIO UNO,ALIMENTOS EN CUBITOS
Alimento granulado Activ Go de 350 g,S/ 16.50,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,350.0,g,16.5,tottus,MILO,ALIMENTOS EN CUBITOS
Alimento Granulado Milo Activ-Go 385g,S/ 16.50,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,385.0,g,16.5,metro,,ALIMENTOS EN CUBITOS
Alimento seco para gato GATI sabor pescado y salmón de 1 kg,S/ 16.90,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,1.0,kg,16.9,tottus,PURINA,ALIMENTOS EN CUBITOS
Alimento para Perros WOOF CITY Mollejas de Pollo Bolsa 75g,S/ 16.99,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,75.0,g,16.99,vivanda,WOOF CITY,ALIMENTOS EN CUBITOS
Alimento Instántaneo en Polvo COLA CAO Original Pote 400g,S/ 17.80,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,400.0,g,17.8,vivanda,COLA CAO,ALIMENTOS EN CUBITOS
Alimento Instántaneo en Polvo COLA CAO Pote 350g,S/ 18.50,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,350.0,g,18.5,vivanda,COLA CAO,ALIMENTOS EN CUBITOS
Contenedor de Alimentos VIVA HOME 1.1L,S/ 18.90,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,1.1,l,18.9,vivanda,VIVA HOME,ALIMENTOS EN CUBITOS
Alimento Granulado MILO Activ-go Lata 380gr,S/ 19.20 4%,vega,ALIMENTOS EN CUBITOS,2024-12-04 14:34:32.726772,380.0,g,19.2,vega,Milo,ALIMENTOS EN CUBITOS
Alimento seco para gatos Adultos Selección especial de 1 kg,S/ 19.90,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,1.0,kg,19.9,tottus,FRISKIES,ALIMENTOS EN CUBITOS
Alimento seco para gatos ADULTOS Mar de Sabores de 1 kg,S/ 19.90,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,1.0,kg,19.9,tottus,FRISKIES,ALIMENTOS EN CUBITOS
Cubos de Hielo ARTISAN 40mm Doypack 24un,S/ 19.90,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,24.0,un,19.9,vivanda,ARTISAN,ALIMENTOS EN CUBITOS
Alimento para Gatos Friskies Original 1Kg,S/ 19.90,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,1.0,kg,19.9,metro,,ALIMENTOS EN CUBITOS
Alimento Granulado Milo Activ-Go 380g,S/ 19.90,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,380.0,g,19.9,metro,,ALIMENTOS EN CUBITOS
Alimento Granulado MILO Activ-Go Doypack 190gr x 2u,S/ 21.00,vega,ALIMENTOS EN CUBITOS,2024-12-04 14:34:32.726772,190.0,g,21.0,vega,Milo,ALIMENTOS EN CUBITOS
Alimento para gato sabor salmón en bolsa de 500 gr,S/ 23.50,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,500.0,g,23.5,tottus,PURINA ONE,ALIMENTOS EN CUBITOS
Alimento para Perros Adulto Pet's Fun Cereales y Carne 3kg,S/ 23.90,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,3.0,kg,23.9,metro,,ALIMENTOS EN CUBITOS
Cubos de Hielo ARTISAN 50mm Caja 6un,S/ 24.90,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,6.0,un,24.9,vivanda,ARTISAN,ALIMENTOS EN CUBITOS
Contenedor de Alimentos VIVA HOME 2.2L,S/ 24.90,vivanda,ALIMENTOS EN CUBITOS,2024-12-04 18:10:15.361329,2.2,l,24.9,vivanda,VIVA HOME,ALIMENTOS EN CUBITOS
Alimento para Gatos Adultos Delimix Bolsa 1 Kg,S/ 25.50,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,1.0,kg,25.5,metro,,ALIMENTOS EN CUBITOS
Alimento para Gatos Esterilizados Bolsa 1 kg,S/ 25.50,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,1.0,kg,25.5,metro,,ALIMENTOS EN CUBITOS
Alimento para Gatos Gatito Bolsa 1 Kg,S/ 25.50,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,1.0,kg,25.5,metro,,ALIMENTOS EN CUBITOS
Alimento Seco Gato Esterilizado +6M Bolsa x 1Kg,S/ 26.50,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,1.0,kg,26.5,tottus,CAT CHOW,ALIMENTOS EN CUBITOS
Alimento para Gatos Adulto Delimix en bolsa de 1 kg,S/ 26.50,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,1.0,kg,26.5,tottus,CAT CHOW,ALIMENTOS EN CUBITOS
Alimento para Gatos Gatitos en bolsa de 1 kg,S/ 26.50,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,1.0,kg,26.5,tottus,CAT CHOW,ALIMENTOS EN CUBITOS
Alimento Granulado MILO Activ-GO Tira 24u Sobre 17gr,S/ 26.90,vega,ALIMENTOS EN CUBITOS,2024-12-04 14:34:32.726772,17.0,g,26.9,vega,Milo,ALIMENTOS EN CUBITOS
Alimento Granulado Milo Activ-Go 700g,S/ 27.90,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,700.0,g,27.9,metro,,ALIMENTOS EN CUBITOS
Ricocan Alimento para Perros Adultos Raza Mediana / Grande Cordero y Cereales Bolsa 3 Kg,S/ 28.50,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,3.0,kg,28.5,metro,,ALIMENTOS EN CUBITOS
Ricocan Alimento para Perros Adultos Raza Pequeña Cordero y Cereales Bolsa 3 Kg,S/ 28.50,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,3.0,kg,28.5,metro,,ALIMENTOS EN CUBITOS
Alimento para Perros Adultos Mimaskot Carnes Medianos y Grandes 3kg,S/ 29.50,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,3.0,kg,29.5,metro,,ALIMENTOS EN CUBITOS
Alimento para Perros Adultos Mimaskot Carnes y Pollo Pequeños 3kg,S/ 29.50,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,3.0,kg,29.5,metro,,ALIMENTOS EN CUBITOS
Alimento seco para perros Dogui Adultos 3 kg,S/ 30.90,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,3.0,kg,30.9,tottus,PURINA,ALIMENTOS EN CUBITOS
Ricocan Alimento para Perros Cachorros Raza Mediana / Grande Carne y Leche Bolsa 3 Kg,S/ 32.00,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,3.0,kg,32.0,metro,,ALIMENTOS EN CUBITOS
Ricocan Alimento para Perros Cachorros Raza Pequeña Carne y Leche Bolsa 3 Kg,S/ 32.00,metro,ALIMENTOS EN CUBITOS,2024-12-04 22:08:32.953741,3.0,kg,32.0,metro,,ALIMENTOS EN CUBITOS
Alimento para perro Adulto Control de peso 2 kg,S/ 34.50,tottus,ALIMENTOS EN CUBITOS,2024-12-04 13:52:02.031614,2.0,kg,34.5,tottus,DOG CHOW,ALIMENTOS EN CUBITOS
