description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
Avena SANTA CATALINA con Maca Bolsa 280gr,S/ 4.80,vega,AVENA ENVASADA,2024-12-05 11:41:29.179161,280.0,g,Avena SANTA CATALINA con Maca Bolsa r,4.8,vega,Santa Catalina,AVENA ENVASADA
Avena SANTA CATALINA con Kiwicha Bolsa 280gr,S/ 4.80,vega,AVENA ENVASADA,2024-12-05 11:41:29.179161,280.0,g,Avena SANTA CATALINA con Kiwicha Bolsa r,4.8,vega,Santa Catalina,AVENA ENVASADA
Avena Tradicional Cuisine & Co 300g,S/ 4.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,300.0,g,Avena Tradicional Cuisine & Co,4.9,wong,,AVENA ENVASADA
Avena Maca Cuisine & Co 300g,S/ 4.90,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,300.0,g,Avena Maca Cuisine & Co,4.9,metro,,AVENA ENVASADA
Avena Instantánea Cuisine & Co Chocolate 45g,S/ 4.90,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,45.0,g,Avena Instantánea Cuisine & Co Chocolate,4.9,metro,,AVENA ENVASADA
Avena Maca Cuisine & Co 300g,S/ 4.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,300.0,g,Avena Maca Cuisine & Co,4.9,wong,,AVENA ENVASADA
Avena Quinua Cuisine & Co 300g,S/ 4.90,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,300.0,g,Avena Quinua Cuisine & Co,4.9,metro,,AVENA ENVASADA
Avena Quinua Cuisine & Co 300g,S/ 4.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,300.0,g,Avena Quinua Cuisine & Co,4.9,wong,,AVENA ENVASADA
Avena Tradicional Cuisine & Co 300g,S/ 4.90,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,300.0,g,Avena Tradicional Cuisine & Co,4.9,metro,,AVENA ENVASADA
Avena Precocida 3 Ositos Chocolate 180g,S/ 5.40,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,180.0,g,Avena Precocida 3 Ositos Chocolate,5.4,wong,,AVENA ENVASADA
Avena de Chocolate 3 OSITOS Bolsa 180g,S/ 5.40,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,180.0,g,Avena de Chocolate 3 OSITOS Bolsa,5.4,vivanda,3 OSITOS,AVENA ENVASADA
Avena Grano de Oro 500g,S/ 5.40,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,500.0,g,Avena Grano de Oro,5.4,metro,,AVENA ENVASADA
Avena Precocida 3 Ositos Chocolate 180g,S/ 5.40,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,180.0,g,Avena Precocida 3 Ositos Chocolate,5.4,metro,,AVENA ENVASADA
Avena Integral en Hojuelas Grano de Oro 500g,S/ 5.50,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,500.0,g,Avena Integral en Hojuelas Grano de Oro,5.5,metro,,AVENA ENVASADA
Avena Integral en Hojuelas Grano de Oro 500g,S/ 5.50,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,500.0,g,Avena Integral en Hojuelas Grano de Oro,5.5,wong,,AVENA ENVASADA
Avena Reforzada Quinua Santa Catalina 280g,S/ 5.60,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,280.0,g,Avena Reforzada Quinua Santa Catalina,5.6,metro,,AVENA ENVASADA
Avena Instantánea con Arándano Sin Gluten Dyfferent Pote 65 g,S/ 5.80,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,65.0,g,Avena Instantánea con Arándano Sin Gluten Dyfferent Pote,5.8,wong,,AVENA ENVASADA
Avena Instantánea con Manzana y Canela Sin Gluten Dyfferent Pote 65 g,S/ 5.80,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,65.0,g,Avena Instantánea con Manzana y Canela Sin Gluten Dyfferent Pote,5.8,wong,,AVENA ENVASADA
Avena Con Chocolate Instantáneo Santa Catalina Bolsa 150 g,S/ 5.80,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,150.0,g,Avena Con Chocolate Instantáneo Santa Catalina Bolsa,5.8,metro,,AVENA ENVASADA
Galletas de Avena Cosecha del Paraíso 100g,S/ 5.80,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,100.0,g,Galletas de Avena Cosecha del Paraíso,5.8,wong,,AVENA ENVASADA
Avena Con Manzana Instantánea Santa Catalina Bolsa 150 g,S/ 5.80,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,150.0,g,Avena Con Manzana Instantánea Santa Catalina Bolsa,5.8,metro,,AVENA ENVASADA
Avena Instantánea con Coco y Plátano Sin Gluten Dyfferent Pote 65 g,S/ 5.80,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,65.0,g,Avena Instantánea con Coco y Plátano Sin Gluten Dyfferent Pote,5.8,wong,,AVENA ENVASADA
Avena Con Manzana Instantánea Santa Catalina Bolsa 150 g,S/ 5.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,150.0,g,Avena Con Manzana Instantánea Santa Catalina Bolsa,5.9,wong,,AVENA ENVASADA
Avena Con Chocolate Instantáneo Santa Catalina Bolsa 150 g,S/ 5.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,150.0,g,Avena Con Chocolate Instantáneo Santa Catalina Bolsa,5.9,wong,,AVENA ENVASADA
Avena Instantánea Cuisine & Co Manzana y Canela 45g,S/ 5.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,45.0,g,Avena Instantánea Cuisine & Co Manzana y Canela,5.9,wong,,AVENA ENVASADA
Avena Premium 3 Ositos 250g,S/ 5.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,250.0,g,Avena Premium 3 Ositos,5.9,wong,,AVENA ENVASADA
Avena con Chocolate SANTA CATALINA Bolsa 150g,S/ 5.90,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,150.0,g,Avena con Chocolate SANTA CATALINA Bolsa,5.9,vivanda,SANTA CATALINA,AVENA ENVASADA
Avena Instantánea Cuisine & Co Frutos Rojos 45g,S/ 5.90,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,45.0,g,Avena Instantánea Cuisine & Co Frutos Rojos,5.9,metro,,AVENA ENVASADA
Avena Instantánea Cuisine & Co Chocolate 45g,S/ 5.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,45.0,g,Avena Instantánea Cuisine & Co Chocolate,5.9,wong,,AVENA ENVASADA
Café Instantáneo Cuisine & Co Clásico 50g,S/ 5.90,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,50.0,g,Café Instantáneo Cuisine & Co Clásico,5.9,metro,,AVENA ENVASADA
Avena con Manzana SANTA CATALINA Bolsa 150g,S/ 5.90,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,150.0,g,Avena con Manzana SANTA CATALINA Bolsa,5.9,vivanda,SANTA CATALINA,AVENA ENVASADA
Avena Instantánea Cuisine & Co Frutos Rojos 45g,S/ 5.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,45.0,g,Avena Instantánea Cuisine & Co Frutos Rojos,5.9,wong,,AVENA ENVASADA
Avena Clásica 3 OSITOS Bolsa 500gr,S/ 6.00 8%,vega,AVENA ENVASADA,2024-12-05 11:41:29.179161,500.0,g,Avena Clásica 3 OSITOS Bolsa r,6.0,vega,3 Ositos,AVENA ENVASADA
Avena Cereal Andino 270 g,S/ 6.20,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,270.0,g,Avena Cereal Andino,6.2,metro,,AVENA ENVASADA
Cereal Bar 12un Display Costa Choco,S/ 6.20,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,12.0,un,Cereal Bar  Display Costa Choco,6.2,wong,,AVENA ENVASADA
Café Instantáneo Altomayo Clásico 45g,S/ 6.20,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,45.0,g,Café Instantáneo Altomayo Clásico,6.2,metro,,AVENA ENVASADA
Kiwicha Avena SANTA CATALINA Bolsa 280g,S/ 6.20,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,280.0,g,Kiwicha Avena SANTA CATALINA Bolsa,6.2,vivanda,SANTA CATALINA,AVENA ENVASADA
Avena SANTA CATALINA con Quinua Bolsa 280g,S/ 6.20,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,280.0,g,Avena SANTA CATALINA con Quinua Bolsa,6.2,vivanda,SANTA CATALINA,AVENA ENVASADA
Avena Reforzada Quinua Santa Catalina 280g,S/ 6.20,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,280.0,g,Avena Reforzada Quinua Santa Catalina,6.2,wong,,AVENA ENVASADA
Cereal Bar 12un Display Costa Golden,S/ 6.20,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,12.0,un,Cereal Bar  Display Costa Golden,6.2,wong,,AVENA ENVASADA
Avena Premium 3 Ositos 250g,S/ 6.20,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,250.0,g,Avena Premium 3 Ositos,6.2,metro,,AVENA ENVASADA
Avena con Algarrobina Santa Catalina 280g,S/ 6.20,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,280.0,g,Avena con Algarrobina Santa Catalina,6.2,wong,,AVENA ENVASADA
Avena MILLER'S en Hojuelas sabor Natural Doypack 350g,S/ 6.50,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,350.0,g,Avena MILLER'S en Hojuelas sabor Natural Doypack,6.5,vivanda,MILLER´S,AVENA ENVASADA
Avena con Cereales Andinos Premium 3 OSITOS Bolsa 270g,S/ 6.50,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,270.0,g,Avena con Cereales Andinos Premium 3 OSITOS Bolsa,6.5,vivanda,3 OSITOS,AVENA ENVASADA
Avena Precocida Santa Catalina Bolsa 500 g,S/ 6.70,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,500.0,g,Avena Precocida Santa Catalina Bolsa,6.7,wong,,AVENA ENVASADA
Avena Precocida Santa Catalina Bolsa 500 g,S/ 6.70,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,500.0,g,Avena Precocida Santa Catalina Bolsa,6.7,metro,,AVENA ENVASADA
Bebida con Avena Gloria Acti Avena Caja 1L,S/ 6.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,1.0,l,Bebida con Avena Gloria Acti Avena Caja,6.9,wong,,AVENA ENVASADA
Barra de Cereal Cereal Bar Arándanos 12un,S/ 6.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,12.0,un,Barra de Cereal Cereal Bar Arándanos,6.9,wong,,AVENA ENVASADA
Barras de Cereales Cereal Bar Manzana y Canela 12un,S/ 6.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,12.0,un,Barras de Cereales Cereal Bar Manzana y Canela,6.9,wong,,AVENA ENVASADA
Café Instantáneo Cuisine & Co Puro 50g,S/ 6.90,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,50.0,g,Café Instantáneo Cuisine & Co Puro,6.9,metro,,AVENA ENVASADA
Avena QUAKER Tradicional Bolsa 500gr,S/ 7.20,vega,AVENA ENVASADA,2024-12-05 11:41:29.179161,500.0,g,Avena QUAKER Tradicional Bolsa r,7.2,vega,Quaker,AVENA ENVASADA
Avena TIMONEL Precocida e Instantanea Bolsa 900g,S/ 7.50,vega,AVENA ENVASADA,2024-12-05 11:41:29.179161,900.0,g,Avena TIMONEL Precocida e Instantanea Bolsa,7.5,vega,Timonel,AVENA ENVASADA
Avena Instantánea BELL'S Chocolate Bolsa 270g,S/ 7.50,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,270.0,g,Avena Instantánea BELL'S Chocolate Bolsa,7.5,vivanda,BELL'S,AVENA ENVASADA
Avena Precocida 3 Ositos 500g,S/ 7.90,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,500.0,g,Avena Precocida 3 Ositos,7.9,metro,,AVENA ENVASADA
Avena Precocida 3 Ositos 500g,S/ 7.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,500.0,g,Avena Precocida 3 Ositos,7.9,wong,,AVENA ENVASADA
Café Instantáneo Kirma Clásico 45g,S/ 8.30,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,45.0,g,Café Instantáneo Kirma Clásico,8.3,metro,,AVENA ENVASADA
Avena con Maca Quaker 330g,S/ 8.40,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,330.0,g,Avena con Maca Quaker,8.4,wong,,AVENA ENVASADA
Avena QUAKER Tradicional Bolsa 500g,S/ 8.50,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,500.0,g,Avena QUAKER Tradicional Bolsa,8.5,vivanda,QUAKER,AVENA ENVASADA
Avena QUAKER con Chía y Algarrobo Bolsa 330g,S/ 8.50,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,330.0,g,Avena QUAKER con Chía y Algarrobo Bolsa,8.5,vivanda,QUAKER,AVENA ENVASADA
Avena QUAKER con Maca Bolsa 330g,S/ 8.50,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,330.0,g,Avena QUAKER con Maca Bolsa,8.5,vivanda,QUAKER,AVENA ENVASADA
Avena Quaker Tradicional 500g,S/ 8.50,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,500.0,g,Avena Quaker Tradicional,8.5,wong,,AVENA ENVASADA
Avena QUAKER con sabor a Chocolate Bolsa 290g,S/ 8.90,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,290.0,g,Avena QUAKER con sabor a Chocolate Bolsa,8.9,vivanda,QUAKER,AVENA ENVASADA
Avena Quaker Tradicional 500g,S/ 8.90,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,500.0,g,Avena Quaker Tradicional,8.9,metro,,AVENA ENVASADA
Avena con Quinua Quaker 330g,S/ 8.90,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,330.0,g,Avena con Quinua Quaker,8.9,metro,,AVENA ENVASADA
Avena con Quinua Quaker 330g,S/ 8.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,330.0,g,Avena con Quinua Quaker,8.9,wong,,AVENA ENVASADA
Avena Tradicional Quaker Sabor a Chocolate 290g,S/ 8.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,290.0,g,Avena Tradicional Quaker Sabor a Chocolate,8.9,wong,,AVENA ENVASADA
Avena con Quinua QUAKER Bolsa 330g,S/ 8.90,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,330.0,g,Avena con Quinua QUAKER Bolsa,8.9,vivanda,QUAKER,AVENA ENVASADA
Avena Instantánea Quaker Original 350g,S/ 8.99,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,350.0,g,Avena Instantánea Quaker Original,8.99,wong,,AVENA ENVASADA
Jabón Líquido Antibacterial Protex Avena 221ml,S/ 9.10,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,221.0,ml,Jabón Líquido Antibacterial Protex Avena,9.1,wong,,AVENA ENVASADA
Avena Precocida BELL'S Bolsa 1Kg,S/ 9.20,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,1.0,kg,Avena Precocida BELL'S Bolsa,9.2,vivanda,BELL'S,AVENA ENVASADA
Avena con Chía y Algarrobo Quaker 330g,S/ 9.20,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,330.0,g,Avena con Chía y Algarrobo Quaker,9.2,metro,,AVENA ENVASADA
Avena con Chía y Algarrobo Quaker 330g,S/ 9.20,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,330.0,g,Avena con Chía y Algarrobo Quaker,9.2,wong,,AVENA ENVASADA
Avena QUAKER Hojuelas de Avena Instantánea Caja 350g,S/ 9.29,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,350.0,g,Avena QUAKER Hojuelas de Avena Instantánea Caja,9.29,vivanda,QUAKER,AVENA ENVASADA
Avena Clásica 3 OSITOS Bolsa 500g,S/ 9.30,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,500.0,g,Avena Clásica 3 OSITOS Bolsa,9.3,vivanda,3 OSITOS,AVENA ENVASADA
Avena Instantánea Quaker Original 350g,S/ 9.40,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,350.0,g,Avena Instantánea Quaker Original,9.4,metro,,AVENA ENVASADA
Avena Natural SANTA CATALINA Bolsa 900g,S/ 9.50,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,900.0,g,Avena Natural SANTA CATALINA Bolsa,9.5,vivanda,SANTA CATALINA,AVENA ENVASADA
Avena 3 OSITOS Premium 900g,S/ 9.50 17%,vega,AVENA ENVASADA,2024-12-05 11:41:29.179161,900.0,g,Avena 3 OSITOS Premium,9.5,vega,3 Ositos,AVENA ENVASADA
Avena Mix AMARU FOODS Chocoplátano Doypack 400g,S/ 9.90,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,400.0,g,Avena Mix AMARU FOODS Chocoplátano Doypack,9.9,vivanda,AMARU,AVENA ENVASADA
Café Molido Cafetal Selecto 200g,S/ 9.90,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,200.0,g,Café Molido Cafetal Selecto,9.9,metro,,AVENA ENVASADA
Avena Tradicional Cuisine & Co 1kg,S/ 9.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,1.0,kg,Avena Tradicional Cuisine & Co,9.9,wong,,AVENA ENVASADA
Jabón Líquido Family Care Avena 1L,S/ 9.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,1.0,l,Jabón Líquido Family Care Avena,9.9,wong,,AVENA ENVASADA
Avena Natural Santa Catalina 900g,S/ 9.90,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,900.0,g,Avena Natural Santa Catalina,9.9,metro,,AVENA ENVASADA
Avena Tradicional Cuisine & Co 1kg,S/ 9.90,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,1.0,kg,Avena Tradicional Cuisine & Co,9.9,metro,,AVENA ENVASADA
Jabón Líquido Ballerina Doble Humectación Avena y Aceite de Almendras 750ml,S/ 9.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,750.0,ml,Jabón Líquido Ballerina Doble Humectación Avena y Aceite de Almendras,9.9,wong,,AVENA ENVASADA
Tripack Jabón en Barra Palmolive Avena y Azúcar Morena 110g,S/ 9.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,110.0,g,Tripack Jabón en Barra Palmolive Avena y Azúcar Morena,9.9,wong,,AVENA ENVASADA
Avena Mix AMARU FOODS Lucumango Doypack 400g,S/ 9.90,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,400.0,g,Avena Mix AMARU FOODS Lucumango Doypack,9.9,vivanda,AMARU,AVENA ENVASADA
Avena con Quinua Santa Catalina 500g,S/ 10.30,metro,AVENA ENVASADA,2024-12-05 15:09:00.019098,500.0,g,Avena con Quinua Santa Catalina,10.3,metro,,AVENA ENVASADA
Avena con Quinua Santa Catalina 500g,S/ 10.30,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,500.0,g,Avena con Quinua Santa Catalina,10.3,wong,,AVENA ENVASADA
Avena GRANO DE ORO Bolsa 1kg,S/ 10.50,vega,AVENA ENVASADA,2024-12-05 11:41:29.179161,1.0,kg,Avena GRANO DE ORO Bolsa,10.5,vega,Grano De Oro,AVENA ENVASADA
Avena con Quinua 3 OSITOS Premium 900g,S/ 10.69 14%,vega,AVENA ENVASADA,2024-12-05 11:41:29.179161,900.0,g,Avena con Quinua 3 OSITOS Premium,10.69,vega,3 Ositos,AVENA ENVASADA
Tripack Jabón en Barra Protex Avena 110g,S/ 10.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,110.0,g,Tripack Jabón en Barra Protex Avena,10.9,wong,,AVENA ENVASADA
Sixpack Leche con Avena y Canela Gloria Acti Avena Caja 180ml,S/ 10.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,180.0,ml,Sixpack Leche con Avena y Canela Gloria Acti Avena Caja,10.9,wong,,AVENA ENVASADA
Granola Frutos del Bosque Cuisine & Co 300g,S/ 10.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,300.0,g,Granola Frutos del Bosque Cuisine & Co,10.9,wong,,AVENA ENVASADA
Bebida de Avena Nature's Heart Sin Azúcar Caja 946ml,S/ 10.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,946.0,ml,Bebida de Avena Nature's Heart Sin Azúcar Caja,10.9,wong,,AVENA ENVASADA
Granola Almendras y Pasas Cuisine & Co 300g,S/ 10.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,300.0,g,Granola Almendras y Pasas Cuisine & Co,10.9,wong,,AVENA ENVASADA
Granola Trozos de Chocolate Cuisine & Co 300g,S/ 10.90,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,300.0,g,Granola Trozos de Chocolate Cuisine & Co,10.9,wong,,AVENA ENVASADA
Avena SANTA CATALINA Bolsa 900g,S/ 11.00,vega,AVENA ENVASADA,2024-12-05 11:41:29.179161,900.0,g,Avena SANTA CATALINA Bolsa,11.0,vega,Santa Catalina,AVENA ENVASADA
Hojuelas de Avena Integral Sin Gluten Mi Tierra Bolsa 400 g,S/ 11.30,wong,AVENA ENVASADA,2024-12-05 17:36:09.719595,400.0,g,Hojuelas de Avena Integral Sin Gluten Mi Tierra Bolsa,11.3,wong,,AVENA ENVASADA
Avena Integral MI TIERRA sin Gluten Bolsa 400g,S/ 11.30,vivanda,AVENA ENVASADA,2024-12-05 21:30:25.305646,400.0,g,Avena Integral MI TIERRA sin Gluten Bolsa,11.3,vivanda,MI TIERRA,AVENA ENVASADA
